Datum von;Datum bis;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Netzlast [MWh] Berechnete Auflösungen;Deutschland/Luxemburg [€/MWh] Originalauflösungen
24.01.2025 09:00;24.01.2025 10:00;31.032,50;4.588,75;9.707,25;69.630,50;96,34
24.01.2025 10:00;24.01.2025 11:00;31.522,50;9.177,50;9.768,75;70.043,25;88,90
24.01.2025 11:00;24.01.2025 12:00;32.716,75;12.005,00;8.957,50;69.488,75;78,44
24.01.2025 12:00;24.01.2025 13:00;33.352,25;12.509,75;8.978,50;69.243,50;76,48
24.01.2025 13:00;24.01.2025 14:00;34.048,75;11.249,25;8.860,75;67.487,25;74,69
24.01.2025 14:00;24.01.2025 15:00;37.053,25;7.633,75;8.477,75;66.135,25;74,51
24.01.2025 15:00;24.01.2025 16:00;38.814,75;3.592,75;8.805,75;65.666,00;74,51
24.01.2025 16:00;24.01.2025 17:00;39.923,75;671,25;8.889,50;66.087,50;75,25
24.01.2025 17:00;24.01.2025 18:00;40.279,25;17,50;10.099,00;68.304,50;83,02
24.01.2025 18:00;24.01.2025 19:00;39.509,00;14,75;11.107,25;67.764,75;88,59
24.01.2025 19:00;24.01.2025 20:00;37.845,25;13,25;10.749,75;66.307,25;91,78
24.01.2025 20:00;24.01.2025 21:00;35.562,00;10,75;9.916,25;62.992,25;84,99
24.01.2025 21:00;24.01.2025 22:00;32.660,00;10,00;8.981,00;59.310,00;80,79
24.01.2025 22:00;24.01.2025 23:00;29.438,00;9,00;8.327,50;55.611,00;91,97
24.01.2025 23:00;25.01.2025 00:00;27.042,75;8,00;6.907,75;52.136,50;86,29
24.02.2025 00:00;24.02.2025 01:00;20.251,75;7,25;5.503,00;45.627,00;70,83
24.02.2025 01:00;24.02.2025 02:00;20.274,75;7,00;5.244,75;44.339,50;67,99
24.02.2025 02:00;24.02.2025 03:00;20.393,75;7,75;4.987,75;44.469,25;40,98
24.02.2025 03:00;24.02.2025 04:00;21.126,25;7,00;4.969,75;45.429,75;37,10
24.02.2025 04:00;24.02.2025 05:00;22.084,00;7,00;5.194,25;47.206,50;65,34
24.02.2025 05:00;24.02.2025 06:00;23.305,25;6,50;5.701,75;51.096,75;70,03
24.02.2025 06:00;24.02.2025 07:00;25.368,25;10,25;6.498,25;59.465,25;81,00
24.02.2025 07:00;24.02.2025 08:00;25.882,50;904,25;7.003,50;65.090,75;84,80
24.02.2025 08:00;24.02.2025 09:00;25.903,75;5.455,75;7.284,25;68.072,25;106,68
24.02.2025 09:00;24.02.2025 10:00;24.815,50;11.539,25;7.268,75;69.038,50;93,26
24.02.2025 10:00;24.02.2025 11:00;22.795,25;17.056,00;6.609,50;69.010,50;79,04
24.02.2025 11:00;24.02.2025 12:00;22.081,75;20.536,75;6.256,00;68.812,75;83,44
24.02.2025 12:00;24.02.2025 13:00;22.679,75;20.486,50;6.277,00;68.154,25;81,63
24.02.2025 13:00;24.02.2025 14:00;23.705,50;17.301,00;6.058,25;67.183,00;83,00
24.02.2025 14:00;24.02.2025 15:00;24.392,25;12.398,00;6.609,75;65.159,25;86,40
24.02.2025 15:00;24.02.2025 16:00;24.767,25;7.167,00;6.450,00;64.538,00;92,55
24.02.2025 16:00;24.02.2025 17:00;25.863,25;2.813,75;6.553,00;64.381,00;100,70
24.02.2025 17:00;24.02.2025 18:00;26.491,75;366,00;7.089,50;66.391,50;112,94
24.02.2025 18:00;24.02.2025 19:00;27.771,00;13,50;7.670,25;68.280,50;137,81
24.02.2025 19:00;24.02.2025 20:00;28.449,75;11,50;7.144,00;67.286,00;148,71
24.02.2025 20:00;24.02.2025 21:00;27.489,50;11,00;6.559,50;63.565,25;129,27
24.02.2025 21:00;24.02.2025 22:00;24.404,00;8,75;5.864,25;60.133,75;112,29
24.02.2025 22:00;24.02.2025 23:00;20.693,25;7,25;5.680,50;55.962,00;112,90
24.02.2025 23:00;25.02.2025 00:00;18.699,75;7,00;5.326,00;52.316,00;106,48
24.03.2025 00:00;24.03.2025 01:00;2.204,00;5,00;7.750,50;42.597,00;110,45
24.03.2025 01:00;24.03.2025 02:00;1.803,25;5,00;7.718,75;41.043,75;107,29
24.03.2025 02:00;24.03.2025 03:00;1.777,50;5,00;7.722,25;40.436,75;101,91
24.03.2025 03:00;24.03.2025 04:00;1.550,75;5,00;7.764,25;40.986,75;98,94
24.03.2025 04:00;24.03.2025 05:00;1.443,50;5,00;8.046,25;42.630,50;101,99
24.03.2025 05:00;24.03.2025 06:00;1.492,00;7,25;9.074,25;46.360,50;119,82
24.03.2025 06:00;24.03.2025 07:00;1.614,00;407,75;11.191,50;53.833,00;141,50
24.03.2025 07:00;24.03.2025 08:00;1.391,50;3.318,00;11.565,00;59.048,75;164,28
24.03.2025 08:00;24.03.2025 09:00;1.025,25;8.689,00;11.503,00;61.647,75;161,86
24.03.2025 09:00;24.03.2025 10:00;540,25;14.786,00;11.169,00;61.979,50;135,38
24.03.2025 10:00;24.03.2025 11:00;351,50;19.741,75;10.640,75;61.990,25;111,16
24.03.2025 11:00;24.03.2025 12:00;396,50;23.723,00;9.838,75;63.105,75;107,36
24.03.2025 12:00;24.03.2025 13:00;625,75;26.047,00;7.914,75;62.999,25;100,75
24.03.2025 13:00;24.03.2025 14:00;1.108,00;25.848,50;7.464,75;61.993,75;100,87
24.03.2025 14:00;24.03.2025 15:00;1.865,25;23.084,75;8.090,00;60.161,00;106,57
24.03.2025 15:00;24.03.2025 16:00;2.671,00;17.708,50;9.337,25;59.152,25;115,85
24.03.2025 16:00;24.03.2025 17:00;3.077,00;10.511,25;10.891,75;58.368,00;130,95
24.03.2025 17:00;24.03.2025 18:00;3.296,50;3.668,00;12.488,25;59.788,50;154,15
24.03.2025 18:00;24.03.2025 19:00;3.312,50;352,75;13.027,50;62.231,00;211,99
24.03.2025 19:00;24.03.2025 20:00;3.570,00;33,75;13.054,00;62.474,00;193,00
24.03.2025 20:00;24.03.2025 21:00;3.670,50;19,25;12.535,25;59.043,25;161,84
24.03.2025 21:00;24.03.2025 22:00;3.774,25;11,50;12.195,25;55.514,25;138,55
24.03.2025 22:00;24.03.2025 23:00;3.767,00;6,50;11.674,25;52.358,25;125,58
24.03.2025 23:00;25.03.2025 00:00;3.790,50;6,00;9.945,00;48.924,25;115,16
24.04.2025 00:00;24.04.2025 01:00;9.879,25;5,00;6.107,50;45.072,75;94,17
24.04.2025 01:00;24.04.2025 02:00;9.501,50;6,00;5.021,25;43.335,50;88,30
24.04.2025 02:00;24.04.2025 03:00;9.416,00;5,25;4.978,75;42.240,50;86,70
24.04.2025 03:00;24.04.2025 04:00;9.709,00;4,50;4.777,00;42.307,25;85,65
24.04.2025 04:00;24.04.2025 05:00;9.383,25;4,50;4.848,75;43.431,75;84,35
24.04.2025 05:00;24.04.2025 06:00;9.795,75;12,00;6.083,25;46.954,50;90,93
24.04.2025 06:00;24.04.2025 07:00;9.938,75;538,25;6.818,25;53.708,75;110,34
24.04.2025 07:00;24.04.2025 08:00;8.571,75;3.110,00;7.054,75;58.118,25;118,51
24.04.2025 08:00;24.04.2025 09:00;6.413,00;7.084,00;7.063,00;61.274,00;117,65
24.04.2025 09:00;24.04.2025 10:00;5.257,50;11.483,75;6.848,25;62.420,00;108,91
24.04.2025 10:00;24.04.2025 11:00;5.243,50;15.854,50;5.815,25;63.797,75;96,67
24.04.2025 11:00;24.04.2025 12:00;5.435,00;18.865,25;4.748,75;64.760,00;93,55
24.04.2025 12:00;24.04.2025 13:00;5.263,25;20.350,00;4.049,25;63.676,50;81,56
24.04.2025 13:00;24.04.2025 14:00;5.199,00;20.523,25;3.897,75;62.917,50;78,95
24.04.2025 14:00;24.04.2025 15:00;5.568,75;18.923,75;3.792,00;62.044,00;78,04
24.04.2025 15:00;24.04.2025 16:00;6.128,00;16.823,25;3.934,75;60.285,75;78,72
24.04.2025 16:00;24.04.2025 17:00;6.676,25;14.006,75;4.463,25;59.447,00;83,37
24.04.2025 17:00;24.04.2025 18:00;6.960,50;10.069,75;6.206,25;59.885,75;95,36
24.04.2025 18:00;24.04.2025 19:00;7.098,25;5.420,75;6.922,50;60.424,00;101,02
24.04.2025 19:00;24.04.2025 20:00;6.980,25;1.706,25;7.110,75;59.551,50;114,64
24.04.2025 20:00;24.04.2025 21:00;7.782,50;133,25;7.264,25;58.357,50;121,61
24.04.2025 21:00;24.04.2025 22:00;8.331,00;8,00;7.058,00;56.093,25;114,48
24.04.2025 22:00;24.04.2025 23:00;8.143,75;8,25;6.843,75;52.127,25;106,53
24.04.2025 23:00;25.04.2025 00:00;7.621,25;5,00;5.981,75;48.172,75;93,10
24.05.2025 00:00;24.05.2025 01:00;13.185,00;0,00;4.417,00;42.623,75;98,99
24.05.2025 01:00;24.05.2025 02:00;13.316,50;0,00;4.283,50;41.064,75;94,76
24.05.2025 02:00;24.05.2025 03:00;13.167,00;0,00;4.027,50;40.387,50;88,74
24.05.2025 03:00;24.05.2025 04:00;13.480,75;0,00;4.029,50;39.845,25;84,22
24.05.2025 04:00;24.05.2025 05:00;13.322,50;1,50;4.099,50;39.486,75;82,93
24.05.2025 05:00;24.05.2025 06:00;12.710,50;454,25;4.247,50;39.110,25;80,71
24.05.2025 06:00;24.05.2025 07:00;11.400,50;4.027,50;4.177,50;40.487,50;82,07
24.05.2025 07:00;24.05.2025 08:00;8.972,75;11.575,00;3.497,25;42.599,50;76,90
24.05.2025 08:00;24.05.2025 09:00;7.409,75;21.982,25;2.384,25;44.701,00;62,09
24.05.2025 09:00;24.05.2025 10:00;7.930,25;30.623,75;1.877,50;46.196,50;12,26
24.05.2025 10:00;24.05.2025 11:00;8.743,50;33.070,50;1.773,50;47.426,50;-0,01
24.05.2025 11:00;24.05.2025 12:00;9.461,25;33.369,50;1.715,00;47.490,75;-0,11
24.05.2025 12:00;24.05.2025 13:00;10.213,50;33.831,25;1.750,50;46.417,75;-0,15
24.05.2025 13:00;24.05.2025 14:00;10.755,75;33.705,75;1.701,75;44.635,25;-0,19
24.05.2025 14:00;24.05.2025 15:00;9.830,00;31.426,00;1.704,50;43.861,25;-0,39
24.05.2025 15:00;24.05.2025 16:00;10.327,50;27.586,25;1.720,25;44.277,75;-1,77
24.05.2025 16:00;24.05.2025 17:00;12.859,75;21.938,50;1.749,00;44.421,00;-0,39
24.05.2025 17:00;24.05.2025 18:00;15.757,25;16.810,50;1.888,25;45.872,50;48,67
24.05.2025 18:00;24.05.2025 19:00;17.232,25;9.757,25;2.148,25;47.407,25;85,34
24.05.2025 19:00;24.05.2025 20:00;16.947,50;3.854,75;2.693,00;47.457,75;109,08
24.05.2025 20:00;24.05.2025 21:00;17.634,25;803,00;2.912,50;46.565,00;111,00
24.05.2025 21:00;24.05.2025 22:00;19.237,50;12,75;2.855,50;45.270,00;107,92
24.05.2025 22:00;24.05.2025 23:00;19.996,00;0,00;2.559,75;44.601,25;92,06
24.05.2025 23:00;25.05.2025 00:00;20.425,50;0,25;2.277,25;42.247,25;79,67
24.06.2025 00:00;24.06.2025 01:00;20.958,00;0,00;4.495,00;46.450,25;77,08
24.06.2025 01:00;24.06.2025 02:00;20.809,25;0,00;4.138,75;44.706,50;66,79
24.06.2025 02:00;24.06.2025 03:00;21.011,75;0,00;3.788,50;43.598,75;63,79
24.06.2025 03:00;24.06.2025 04:00;21.419,25;0,00;3.786,25;43.063,75;58,12
24.06.2025 04:00;24.06.2025 05:00;22.254,75;7,50;3.887,50;43.556,75;66,52
24.06.2025 05:00;24.06.2025 06:00;22.647,25;659,50;4.064,25;46.130,25;69,75
24.06.2025 06:00;24.06.2025 07:00;22.686,00;4.044,50;4.116,25;53.255,75;88,15
24.06.2025 07:00;24.06.2025 08:00;21.494,50;10.844,25;4.591,75;57.694,75;88,02
24.06.2025 08:00;24.06.2025 09:00;21.343,25;19.574,25;4.133,25;58.963,00;41,27
24.06.2025 09:00;24.06.2025 10:00;23.509,00;27.445,50;3.208,75;58.772,50;-0,01
24.06.2025 10:00;24.06.2025 11:00;23.308,50;32.807,00;1.957,75;58.898,75;-4,01
24.06.2025 11:00;24.06.2025 12:00;23.025,00;35.554,75;1.515,25;59.416,00;-12,41
24.06.2025 12:00;24.06.2025 13:00;24.357,75;36.262,75;1.530,25;59.264,00;-20,09
24.06.2025 13:00;24.06.2025 14:00;24.348,50;35.837,75;1.533,75;58.584,75;-22,75
24.06.2025 14:00;24.06.2025 15:00;24.791,25;33.471,00;1.611,75;57.847,50;-19,27
24.06.2025 15:00;24.06.2025 16:00;27.184,75;29.780,75;1.656,25;56.905,00;-7,56
24.06.2025 16:00;24.06.2025 17:00;27.267,00;25.453,25;1.816,75;56.726,50;-3,06
24.06.2025 17:00;24.06.2025 18:00;29.069,25;19.715,00;2.341,75;57.084,50;2,09
24.06.2025 18:00;24.06.2025 19:00;27.908,75;12.359,00;3.083,50;58.478,50;61,77
24.06.2025 19:00;24.06.2025 20:00;24.964,25;6.254,00;4.184,00;58.853,75;97,25
24.06.2025 20:00;24.06.2025 21:00;23.408,50;2.032,50;5.261,75;57.743,50;123,90
24.06.2025 21:00;24.06.2025 22:00;23.494,75;151,00;5.422,50;55.675,00;122,49
24.06.2025 22:00;24.06.2025 23:00;23.462,50;1,50;5.102,75;52.853,50;97,41
24.06.2025 23:00;25.06.2025 00:00;24.947,50;0,00;5.024,50;49.889,50;98,02
24.07.2024 00:00;24.07.2024 01:00;7.304,00;3,50;5.216,50;43.091,00;83,55
24.07.2024 01:00;24.07.2024 02:00;7.288,25;5,00;3.830,75;41.507,75;78,33
24.07.2024 02:00;24.07.2024 03:00;7.520,50;5,25;3.613,00;40.880,75;72,56
24.07.2024 03:00;24.07.2024 04:00;7.788,50;4,50;3.545,00;40.813,00;74,85
24.07.2024 04:00;24.07.2024 05:00;7.509,00;4,75;3.780,25;41.439,25;74,99
24.07.2024 05:00;24.07.2024 06:00;7.597,50;109,00;4.815,25;43.939,50;75,77
24.07.2024 06:00;24.07.2024 07:00;7.484,75;1.658,00;5.752,25;49.547,50;103,07
24.07.2024 07:00;24.07.2024 08:00;6.639,50;5.235,50;6.241,50;54.207,00;128,90
24.07.2024 08:00;24.07.2024 09:00;6.863,50;10.397,75;5.965,75;57.744,00;99,19
24.07.2024 09:00;24.07.2024 10:00;7.546,00;17.137,25;5.133,25;58.972,75;72,91
24.07.2024 10:00;24.07.2024 11:00;7.610,50;23.830,25;3.640,25;59.771,75;54,90
24.07.2024 11:00;24.07.2024 12:00;7.794,75;29.255,00;2.936,75;60.542,25;21,19
24.07.2024 12:00;24.07.2024 13:00;9.269,25;32.706,00;2.558,50;59.662,75;1,58
24.07.2024 13:00;24.07.2024 14:00;9.898,75;33.920,00;2.412,75;57.760,75;-0,15
24.07.2024 14:00;24.07.2024 15:00;11.191,00;33.826,75;2.378,75;56.166,75;-2,06
24.07.2024 15:00;24.07.2024 16:00;12.114,25;32.477,00;2.405,50;55.424,25;-1,96
24.07.2024 16:00;24.07.2024 17:00;12.125,25;28.529,75;2.469,00;54.911,75;2,21
24.07.2024 17:00;24.07.2024 18:00;11.749,75;22.360,50;2.615,00;55.166,00;39,27
24.07.2024 18:00;24.07.2024 19:00;10.020,25;14.076,50;4.025,50;54.756,00;69,34
24.07.2024 19:00;24.07.2024 20:00;7.755,75;6.238,50;6.685,00;54.574,25;95,90
24.07.2024 20:00;24.07.2024 21:00;5.232,25;1.480,75;7.770,25;53.042,50;109,93
24.07.2024 21:00;24.07.2024 22:00;4.395,50;49,00;8.008,00;51.080,25;121,82
24.07.2024 22:00;24.07.2024 23:00;4.145,50;7,25;7.985,00;48.999,25;109,58
24.07.2024 23:00;25.07.2024 00:00;4.130,00;3,25;7.135,50;45.783,00;95,03
24.08.2024 00:00;24.08.2024 01:00;6.528,50;11,25;3.961,50;42.231,00;110,45
24.08.2024 01:00;24.08.2024 02:00;5.909,50;9,75;3.525,50;40.179,75;103,78
24.08.2024 02:00;24.08.2024 03:00;5.668,25;9,00;2.906,00;38.949,00;100,42
24.08.2024 03:00;24.08.2024 04:00;6.091,75;6,50;2.736,00;38.323,50;100,28
24.08.2024 04:00;24.08.2024 05:00;7.322,75;5,50;2.690,50;38.213,25;100,90
24.08.2024 05:00;24.08.2024 06:00;8.345,25;11,25;2.526,25;39.162,00;105,40
24.08.2024 06:00;24.08.2024 07:00;10.443,75;416,75;2.531,75;40.654,50;101,02
24.08.2024 07:00;24.08.2024 08:00;12.048,50;4.637,25;2.480,75;42.686,75;102,23
24.08.2024 08:00;24.08.2024 09:00;11.024,75;13.380,00;2.338,25;45.776,25;76,22
24.08.2024 09:00;24.08.2024 10:00;10.190,25;23.630,00;2.185,50;48.897,75;15,00
24.08.2024 10:00;24.08.2024 11:00;10.226,25;31.924,25;2.109,25;50.506,00;-0,03
24.08.2024 11:00;24.08.2024 12:00;12.078,25;37.896,00;2.120,50;51.106,50;-6,85
24.08.2024 12:00;24.08.2024 13:00;11.366,75;40.928,50;2.083,50;49.681,00;-18,68
24.08.2024 13:00;24.08.2024 14:00;10.795,75;40.943,75;2.074,00;47.412,25;-40,09
24.08.2024 14:00;24.08.2024 15:00;11.172,00;39.153,50;2.074,75;45.905,00;-44,18
24.08.2024 15:00;24.08.2024 16:00;14.878,00;35.904,75;2.069,25;46.222,75;-27,64
24.08.2024 16:00;24.08.2024 17:00;18.616,50;29.266,50;2.033,00;47.059,25;-8,15
24.08.2024 17:00;24.08.2024 18:00;19.205,50;19.551,00;2.049,00;48.705,50;-0,99
24.08.2024 18:00;24.08.2024 19:00;18.249,25;9.237,25;2.167,75;49.747,75;71,68
24.08.2024 19:00;24.08.2024 20:00;17.649,00;2.061,00;2.259,75;49.032,25;91,52
24.08.2024 20:00;24.08.2024 21:00;23.328,00;76,50;2.413,00;48.229,50;80,08
24.08.2024 21:00;24.08.2024 22:00;27.006,00;24,50;2.349,25;48.449,25;68,91
24.08.2024 22:00;24.08.2024 23:00;23.650,25;13,75;2.322,75;46.022,75;64,14
24.08.2024 23:00;25.08.2024 00:00;21.878,75;7,25;2.300,50;42.834,50;50,00
24.09.2024 00:00;24.09.2024 01:00;5.869,75;10,50;3.647,75;41.164,00;88,20
24.09.2024 01:00;24.09.2024 02:00;5.703,25;7,75;3.439,00;39.422,50;82,51
24.09.2024 02:00;24.09.2024 03:00;5.348,00;5,75;3.480,25;38.560,75;83,69
24.09.2024 03:00;24.09.2024 04:00;5.060,50;5,25;3.588,75;39.075,75;85,02
24.09.2024 04:00;24.09.2024 05:00;4.819,00;5,50;3.559,75;40.162,25;83,26
24.09.2024 05:00;24.09.2024 06:00;5.015,50;5,75;4.181,50;43.478,25;88,29
24.09.2024 06:00;24.09.2024 07:00;5.566,75;11,75;5.489,50;51.423,00;110,75
24.09.2024 07:00;24.09.2024 08:00;6.468,25;393,25;5.711,25;56.107,50;141,96
24.09.2024 08:00;24.09.2024 09:00;6.919,00;3.171,75;5.597,75;59.212,00;127,40
24.09.2024 09:00;24.09.2024 10:00;6.141,75;8.227,50;5.524,25;60.256,25;106,02
24.09.2024 10:00;24.09.2024 11:00;5.592,25;14.365,50;4.985,00;61.084,50;92,61
24.09.2024 11:00;24.09.2024 12:00;6.656,50;18.086,75;3.706,25;61.756,75;83,87
24.09.2024 12:00;24.09.2024 13:00;8.387,50;19.101,00;3.145,75;60.551,00;75,75
24.09.2024 13:00;24.09.2024 14:00;10.261,25;19.048,50;3.125,00;59.353,50;68,99
24.09.2024 14:00;24.09.2024 15:00;11.312,75;18.864,50;3.007,75;57.687,75;61,59
24.09.2024 15:00;24.09.2024 16:00;12.339,75;17.175,75;3.190,25;56.816,25;74,94
24.09.2024 16:00;24.09.2024 17:00;12.995,25;12.805,00;3.336,50;55.558,50;83,27
24.09.2024 17:00;24.09.2024 18:00;13.574,75;6.577,75;3.856,50;56.490,75;104,04
24.09.2024 18:00;24.09.2024 19:00;13.977,00;1.441,75;4.120,00;57.094,50;119,05
24.09.2024 19:00;24.09.2024 20:00;16.196,25;29,00;4.249,25;58.636,25;124,13
24.09.2024 20:00;24.09.2024 21:00;18.872,00;15,25;4.020,75;57.261,25;101,70
24.09.2024 21:00;24.09.2024 22:00;21.008,75;18,00;3.772,25;53.665,25;80,44
24.09.2024 22:00;24.09.2024 23:00;22.296,75;15,00;3.390,50;50.045,25;74,48
24.09.2024 23:00;25.09.2024 00:00;22.905,25;14,75;3.102,75;45.976,50;60,58
24.10.2024 00:00;24.10.2024 01:00;5.497,50;5,50;4.383,50;44.039,75;91,75
24.10.2024 01:00;24.10.2024 02:00;5.816,50;5,50;3.735,00;42.894,25;82,42
24.10.2024 02:00;24.10.2024 03:00;6.148,75;6,25;3.672,00;42.252,25;80,67
24.10.2024 03:00;24.10.2024 04:00;6.850,25;5,25;3.795,50;42.597,00;80,29
24.10.2024 04:00;24.10.2024 05:00;7.274,25;5,25;4.010,25;44.425,00;80,45
24.10.2024 05:00;24.10.2024 06:00;7.577,50;5,25;4.797,25;46.896,75;83,82
24.10.2024 06:00;24.10.2024 07:00;8.410,75;6,25;6.826,00;53.703,00;103,21
24.10.2024 07:00;24.10.2024 08:00;9.433,75;15,50;7.781,75;59.610,75;148,29
24.10.2024 08:00;24.10.2024 09:00;10.226,75;950,75;7.797,00;62.216,25;171,27
24.10.2024 09:00;24.10.2024 10:00;9.787,00;5.177,50;6.960,00;62.288,00;117,30
24.10.2024 10:00;24.10.2024 11:00;7.355,25;10.991,00;5.711,00;62.640,50;101,91
24.10.2024 11:00;24.10.2024 12:00;5.164,00;16.357,25;5.012,50;63.119,75;93,05
24.10.2024 12:00;24.10.2024 13:00;4.473,75;19.535,00;4.721,75;62.527,50;83,96
24.10.2024 13:00;24.10.2024 14:00;4.688,25;19.467,50;4.542,00;61.350,00;79,15
24.10.2024 14:00;24.10.2024 15:00;5.451,75;16.932,00;4.846,00;59.613,00;81,51
24.10.2024 15:00;24.10.2024 16:00;6.487,00;12.818,75;5.269,00;58.641,75;95,70
24.10.2024 16:00;24.10.2024 17:00;7.106,00;6.676,75;6.381,75;57.661,50;116,17
24.10.2024 17:00;24.10.2024 18:00;8.345,00;1.359,75;7.187,25;59.011,25;129,90
24.10.2024 18:00;24.10.2024 19:00;11.660,00;49,00;7.631,00;61.356,25;141,53
24.10.2024 19:00;24.10.2024 20:00;14.687,75;25,50;7.356,75;61.188,25;114,19
24.10.2024 20:00;24.10.2024 21:00;15.853,75;17,75;6.827,75;58.348,50;96,61
24.10.2024 21:00;24.10.2024 22:00;15.375,75;17,50;5.728,50;55.065,50;93,64
24.10.2024 22:00;24.10.2024 23:00;14.076,50;18,00;5.187,00;51.330,25;89,90
24.10.2024 23:00;25.10.2024 00:00;13.156,00;17,50;4.312,75;47.586,75;83,61
24.11.2024 00:00;24.11.2024 01:00;36.147,75;11,50;4.630,25;48.174,75;1,01
24.11.2024 01:00;24.11.2024 02:00;35.676,25;10,75;4.441,75;46.082,00;0,00
24.11.2024 02:00;24.11.2024 03:00;35.114,50;10,00;3.745,00;44.967,75;0,00
24.11.2024 03:00;24.11.2024 04:00;33.629,00;7,25;3.704,00;44.038,50;-0,01
24.11.2024 04:00;24.11.2024 05:00;33.028,00;7,00;3.721,25;44.366,75;-0,02
24.11.2024 05:00;24.11.2024 06:00;32.641,75;7,50;3.654,00;44.597,00;-0,03
24.11.2024 06:00;24.11.2024 07:00;32.836,50;7,50;3.508,00;44.640,00;-0,05
24.11.2024 07:00;24.11.2024 08:00;33.800,25;18,00;3.442,00;46.084,50;-0,03
24.11.2024 08:00;24.11.2024 09:00;36.889,25;891,75;3.451,75;49.358,25;1,37
24.11.2024 09:00;24.11.2024 10:00;36.673,75;3.501,00;3.458,00;52.544,75;3,75
24.11.2024 10:00;24.11.2024 11:00;36.456,25;6.915,00;3.526,25;55.013,75;2,07
24.11.2024 11:00;24.11.2024 12:00;36.086,50;10.046,25;3.372,75;56.618,75;2,53
24.11.2024 12:00;24.11.2024 13:00;35.075,50;11.569,00;3.452,25;56.565,75;1,01
24.11.2024 13:00;24.11.2024 14:00;33.902,00;10.895,75;3.462,75;55.028,00;1,01
24.11.2024 14:00;24.11.2024 15:00;34.223,75;6.773,25;3.473,25;53.664,75;3,11
24.11.2024 15:00;24.11.2024 16:00;36.078,75;2.116,25;3.657,50;53.463,75;6,61
24.11.2024 16:00;24.11.2024 17:00;38.431,00;92,00;4.013,25;55.828,00;13,99
24.11.2024 17:00;24.11.2024 18:00;39.246,00;26,50;4.191,25;59.094,75;15,52
24.11.2024 18:00;24.11.2024 19:00;40.300,00;32,25;4.611,50;59.761,75;16,18
24.11.2024 19:00;24.11.2024 20:00;39.989,50;31,50;4.588,25;57.995,50;12,02
24.11.2024 20:00;24.11.2024 21:00;38.632,75;21,50;4.453,75;55.580,25;7,40
24.11.2024 21:00;24.11.2024 22:00;36.965,25;14,75;4.385,25;53.109,00;4,50
24.11.2024 22:00;24.11.2024 23:00;35.832,50;13,50;4.506,00;52.064,75;3,27
24.11.2024 23:00;25.11.2024 00:00;34.663,00;10,75;4.287,75;49.779,50;0,01
24.12.2024 00:00;24.12.2024 01:00;19.344,00;6,25;4.355,50;42.614,00;86,03
24.12.2024 01:00;24.12.2024 02:00;17.214,00;6,00;4.330,50;40.305,50;82,84
24.12.2024 02:00;24.12.2024 03:00;15.385,75;6,00;4.462,50;39.922,25;81,89
24.12.2024 03:00;24.12.2024 04:00;13.767,75;6,00;4.471,25;39.868,00;78,00
24.12.2024 04:00;24.12.2024 05:00;12.264,25;6,75;4.620,50;40.047,75;78,78
24.12.2024 05:00;24.12.2024 06:00;10.612,50;6,50;4.908,25;41.099,00;80,60
24.12.2024 06:00;24.12.2024 07:00;9.265,75;7,25;5.651,25;42.331,00;85,07
24.12.2024 07:00;24.12.2024 08:00;8.505,00;7,25;6.691,50;44.533,50;100,83
24.12.2024 08:00;24.12.2024 09:00;8.175,50;310,25;7.069,75;48.003,75;115,09
24.12.2024 09:00;24.12.2024 10:00;7.731,00;2.467,75;7.080,50;51.186,50;120,95
24.12.2024 10:00;24.12.2024 11:00;6.781,50;5.235,25;7.228,25;52.693,75;120,00
24.12.2024 11:00;24.12.2024 12:00;5.757,50;7.088,75;7.348,25;53.194,00;118,16
24.12.2024 12:00;24.12.2024 13:00;5.326,50;7.333,25;7.310,25;53.009,00;117,49
24.12.2024 13:00;24.12.2024 14:00;5.353,50;6.187,75;7.010,50;51.985,75;115,38
24.12.2024 14:00;24.12.2024 15:00;5.841,25;3.832,50;7.185,00;50.384,50;117,98
24.12.2024 15:00;24.12.2024 16:00;6.676,75;1.186,75;7.309,00;50.443,50;119,50
24.12.2024 16:00;24.12.2024 17:00;7.853,25;45,25;7.120,25;51.985,00;120,21
24.12.2024 17:00;24.12.2024 18:00;9.438,25;10,50;7.116,00;53.989,25;118,00
24.12.2024 18:00;24.12.2024 19:00;9.894,75;12,50;7.133,00;52.293,25;110,98
24.12.2024 19:00;24.12.2024 20:00;10.441,25;8,75;7.058,00;49.623,25;105,66
24.12.2024 20:00;24.12.2024 21:00;11.331,25;7,00;6.609,50;47.301,50;102,56
24.12.2024 21:00;24.12.2024 22:00;11.450,00;6,75;5.910,00;45.741,75;94,63
24.12.2024 22:00;24.12.2024 23:00;11.217,25;7,50;5.676,50;45.125,00;99,04
24.12.2024 23:00;25.12.2024 00:00;10.920,75;6,75;5.293,50;43.262,50;90,00
25.01.2025 00:00;25.01.2025 01:00;25.480,25;8,25;5.634,75;51.256,75;59,04
25.01.2025 01:00;25.01.2025 02:00;23.644,00;12,00;5.041,00;48.478,50;64,96
25.01.2025 02:00;25.01.2025 03:00;22.314,25;12,00;4.764,75;47.124,50;63,55
25.01.2025 03:00;25.01.2025 04:00;21.550,75;9,75;4.395,25;46.488,50;67,17
